formula,avg_1st_ionization_potential_(kJ/mol),avg_Allred-Rockow_electronegativity,avg_Atomic_Number,avg_Atomic_Radus,avg_Atomic_Weight,avg_Boiling_Point_(K),avg_Cohesive_energy,avg_Covalent_Radius,avg_Critical_Temperature,avg_Density_(g/mL),avg_Gordy_electonegativity,avg_Melting_point_(K),avg_Mendele_Number,avg_Molar_Denstiy_(mol/ml),avg_Molar_Heat_Capacity(J/mol_K),avg_Nagle_electonegativity,avg_Number_of_unfilled_d_valence_electrons,avg_Number_of_unfilled_f_valence_electrons,avg_Number_of_unfilled_p_valence_electrons,avg_Number_of_unfilled_s_valence_electrons,avg_Orbital_Radius(pm),avg_Pauling_Electronegativity,avg_Period,avg_Zunger_radii_sum,avg_abs_valence,avg_families,avg_gilmor_number_of_valence_electron,avg_group,avg_heat_atomization(kJ/mol),avg_heat_of_fusion_(kJ/mol)_,avg_heat_of_vaporization_(kJ/mol)_,avg_ionic_radius,avg_l_quantum_number,avg_metallic_valence,avg_number_of_valence_electrons,avg_outer_shell_electrons,avg_polarizability(A^3),avg_specific_heat_(J/g_K)_,avg_thermal_conductivity_(W/(m_K))_,avg_valence_d,avg_valence_f,avg_valence_p,avg_valence_s,sum_1st_ionization_potential_(kJ/mol),sum_Allred-Rockow_electronegativity,sum_Atomic_Number,sum_Atomic_Radus,sum_Atomic_Weight,sum_Boiling_Point_(K),sum_Cohesive_energy,sum_Covalent_Radius,sum_Critical_Temperature,sum_Density_(g/mL),sum_Gordy_electonegativity,sum_Melting_point_(K),sum_Mendele_Number,sum_Molar_Denstiy_(mol/ml),sum_Molar_Heat_Capacity(J/mol_K),sum_Nagle_electonegativity,sum_Number_of_unfilled_d_valence_electrons,sum_Number_of_unfilled_f_valence_electrons,sum_Number_of_unfilled_p_valence_electrons,sum_Number_of_unfilled_s_valence_electrons,sum_Orbital_Radius(pm),sum_Pauling_Electronegativity,sum_Period,sum_Zunger_radii_sum,sum_abs_valence,sum_families,sum_gilmor_number_of_valence_electron,sum_group,sum_heat_atomization(kJ/mol),sum_heat_of_fusion_(kJ/mol)_,sum_heat_of_vaporization_(kJ/mol)_,sum_ionic_radius,sum_l_quantum_number,sum_metallic_valence,sum_number_of_valence_electrons,sum_outer_shell_electrons,sum_polarizability(A^3),sum_specific_heat_(J/g_K)_,sum_thermal_conductivity_(W/(m_K))_,sum_valence_d,sum_valence_f,sum_valence_p,sum_valence_s,range_1st_ionization_potential_(kJ/mol),range_Allred-Rockow_electronegativity,range_Atomic_Number,range_Atomic_Radus,range_Atomic_Weight,range_Boiling_Point_(K),range_Cohesive_energy,range_Covalent_Radius,range_Critical_Temperature,range_Density_(g/mL),range_Gordy_electonegativity,range_Melting_point_(K),range_Mendele_Number,range_Molar_Denstiy_(mol/ml),range_Molar_Heat_Capacity(J/mol_K),range_Nagle_electonegativity,range_Number_of_unfilled_d_valence_electrons,range_Number_of_unfilled_f_valence_electrons,range_Number_of_unfilled_p_valence_electrons,range_Number_of_unfilled_s_valence_electrons,range_Orbital_Radius(pm),range_Pauling_Electronegativity,range_Period,range_Zunger_radii_sum,range_abs_valence,range_families,range_gilmor_number_of_valence_electron,range_group,range_heat_atomization(kJ/mol),range_heat_of_fusion_(kJ/mol)_,range_heat_of_vaporization_(kJ/mol)_,range_ionic_radius,range_l_quantum_number,range_metallic_valence,range_number_of_valence_electrons,range_outer_shell_electrons,range_polarizability(A^3),range_specific_heat_(J/g_K)_,range_thermal_conductivity_(W/(m_K))_,range_valence_d,range_valence_f,range_valence_p,range_valence_s,target
K2Cd2Te3,740.1428571428571,1.5685714285714285,41.42857142857143,1.6814285714285715,97.97428571428571,1133.0642857142857,1.5357142857142856,1.5614285714285714,2479.0,5.3914285714285715,4.248571428571428,575.55,59.42857142857143,0.05,26.7,1.5457142857142858,2.8571428571428568,14.0,4.285714285714286,0.2857142857142857,143.2142857142857,1.617142857142857,4.7142857142857135,2.4042857142857144,2.0,3.9999999999999996,3.1428571428571423,10.571428571428571,142.14285714285714,9.93,73.78999999999999,1.6714285714285713,0.42857142857142855,2.4114285714285715,6.285714285714285,1.7142857142857142,16.814285714285713,0.36571428571428566,57.92142857142857,7.142857142857142,0.0,1.7142857142857142,1.7142857142857142,5181.0,10.98,290.0,11.77,685.8199999999999,7931.450000000001,10.75,10.93,17353.0,37.739999999999995,29.740000000000002,4028.8499999999995,416.0,0.35000000000000003,186.9,10.82,20.0,98.0,30.0,2.0,1002.5,11.32,33.0,16.83,14.0,28.0,22.0,74.0,995.0,69.50999999999999,516.53,11.7,3.0,16.880000000000003,44.0,12.0,117.7,2.56,405.45,50.0,0.0,12.0,12.0,450.0,1.4300000000000002,33.0,1.2000000000000002,88.5,229.79999999999995,1.2599999999999998,0.6099999999999999,737.0,7.79,2.6500000000000004,386.25,87.0,0.06,3.8000000000000007,1.2400000000000002,10.0,0.0,4.0,1.0,105.1,1.2800000000000002,1.0,2.02,4.0,5.0,5.0,15.0,107.0,15.159999999999998,47.019999999999996,0.8000000000000003,1.0,3.4400000000000004,11.0,1.0,37.9,0.55,100.05000000000001,10.0,0.0,4.0,1.0,1.93
Pr2Te4O11,1116.7058823529412,2.972352941176471,24.352941176470587,0.8905882352941177,56.95411764705882,742.5735294117648,2.6458823529411766,0.9841176470588235,1695.0811764705882,2.264705882352941,7.241764705882353,347.12647058823535,79.47058823529412,0.01764705882352941,18.678823529411765,2.9564705882352946,7.647058823529412,13.647058823529411,2.4705882352941178,0.0,78.10588235294118,2.8529411764705883,3.1764705882352944,1.2241176470588235,3.8823529411764706,6.294117647058823,5.647058823529412,14.470588235294118,249.3529411764706,5.068235294117647,49.48882352941176,0.9352941176470588,1.2352941176470589,0.8352941176470587,5.647058823529412,4.588235294117648,5.122941176470588,0.6647058823529413,2.0429411764705883,2.3529411764705883,0.3529411764705882,3.5294117647058822,2.0,18984.0,50.53,414.0,15.139999999999999,968.22,12623.75,44.980000000000004,16.729999999999997,28816.38,38.5,123.10999999999999,5901.15,1351.0,0.30000000000000004,317.54,50.260000000000005,130.0,232.0,42.0,0.0,1327.8,48.5,54.0,20.810000000000002,66.0,107.0,96.0,246.0,4239.0,86.16,841.31,15.9,21.0,14.2,96.0,78.0,87.09,11.3,34.73,40.0,6.0,60.0,34.0,787.0,2.5199999999999996,51.0,1.9900000000000002,124.91,3200.0,1.5100000000000002,0.9199999999999999,8745.42,6.77,3.7299999999999995,1149.4,73.0,0.05,12.049999999999999,2.56,10.0,3.0,4.0,0.0,149.2,2.31,4.0,4.010000000000001,1.0,4.0,3.0,13.0,159.0,17.27,293.39,1.25,2.0,3.1,3.0,4.0,27.41,0.73,12.47,10.0,3.0,4.0,0.0,3.65
CsI,692.0,1.51,54.0,2.065,129.905,699.65,0.9550000000000001,1.79,1378.5,3.4,5.18,344.1,50.5,0.025,29.53,1.53,5.0,14.0,3.5,0.5,178.10000000000002,1.725,5.5,2.9499999999999997,3.0,4.5,4.0,9.0,93.0,4.955,44.245,2.0,0.5,0.5,4.0,4.0,32.3,0.22499999999999998,18.175,5.0,0.0,2.5,1.5,1384.0,3.02,108.0,4.13,259.81,1399.3,1.9100000000000001,3.58,2757.0,6.8,10.36,688.2,101.0,0.05,59.06,3.06,10.0,28.0,7.0,1.0,356.20000000000005,3.45,11.0,5.8999999999999995,6.0,9.0,8.0,18.0,186.0,9.91,88.49,4.0,1.0,1.0,8.0,8.0,64.6,0.44999999999999996,36.35,10.0,0.0,5.0,3.0,632.0,1.6999999999999997,2.0,1.83,6.009999999999991,485.0,0.31000000000000005,0.9199999999999999,1119.0,3.0599999999999996,1.5,85.09999999999997,91.0,0.03,4.739999999999998,1.48,10.0,0.0,5.0,1.0,147.4,1.87,1.0,2.7199999999999998,4.0,7.0,6.0,16.0,28.0,5.73,46.989999999999995,1.2000000000000002,1.0,1.0,6.0,6.0,54.6,0.03,35.449999999999996,10.0,0.0,5.0,1.0,6.3566666666666665
La2CoVO6,1037.1,2.721,21.200000000000003,1.0010000000000001,48.369,1479.15,3.436,1.027,3325.748,2.7310000000000003,6.595999999999999,664.6100000000001,65.19999999999999,0.035,19.081000000000003,2.6510000000000002,8.8,14.0,3.6000000000000005,0.0,91.12,2.6350000000000002,3.2,1.3430000000000002,3.6,5.6,4.5,11.6,327.9,5.0809999999999995,167.79600000000002,1.02,1.4,1.6780000000000002,5.6,4.3999999999999995,8.684000000000001,0.681,15.788,1.2000000000000002,0.0,2.4,2.0,10371.0,27.21,212.0,10.01,483.69,14791.5,34.36,10.27,33257.48,27.310000000000002,65.96,6646.1,652.0,0.35,190.81,26.509999999999998,88.0,140.0,36.0,0.0,911.2,26.35,32.0,13.43,36.0,56.0,45.0,116.0,3279.0,50.81,1677.96,10.2,14.0,16.78,56.0,44.0,86.84,6.8100000000000005,157.88,12.0,0.0,24.0,20.0,776.0,2.5199999999999996,49.0,1.47,122.91,3637.0,2.6899999999999995,0.96,10345.42,8.9,5.169999999999999,2108.4,74.0,0.15,11.67,2.58,7.0,0.0,4.0,0.0,146.5,2.34,4.0,2.6100000000000003,6.0,4.0,5.0,13.0,265.0,20.68,449.59,1.35,1.0,5.78,6.0,4.0,30.310000000000002,0.73,99.97,7.0,0.0,4.0,0.0,0.41
La4Cd4In2S13,858.2608695652173,2.0621739130434777,31.565217391304344,1.2521739130434784,71.8186956521739,1439.1108695652176,2.8091304347826087,1.2530434782608695,3668.782608695652,4.379565217391304,5.142173913043478,566.3326086956521,70.69565217391303,0.06,24.251739130434782,1.9726086956521738,7.217391304347825,14.0,3.6521739130434785,0.0,111.69565217391305,2.0982608695652174,4.043478260869565,1.7217391304347827,2.5217391304347823,5.608695652173913,4.0,12.782608695652172,271.86956521739125,3.4104347826086956,114.98608695652175,1.308695652173913,1.0,2.723478260869565,6.260869565217391,4.260869565217392,9.143478260869564,0.4943478260869565,26.430869565217385,2.782608695652174,0.0,2.3478260869565215,2.0,19740.0,47.43000000000001,726.0,28.799999999999997,1651.8300000000002,33099.55,64.61,28.82,84382.0,100.73,118.27,13025.65,1626.0,1.38,557.79,45.370000000000005,166.0,322.0,84.0,0.0,2569.0,48.26,93.0,39.60000000000001,58.0,129.0,92.0,294.0,6253.0,78.44,2644.68,30.1,23.0,62.64,144.0,98.0,210.3,11.370000000000001,607.91,64.0,0.0,54.0,46.0,462.0,1.4999999999999998,41.0,1.0699999999999998,106.84,3009.3,3.3099999999999996,0.6699999999999999,9186.0,6.58,1.9299999999999997,807.2,75.0,0.04,3.6400000000000006,1.4500000000000002,10.0,0.0,4.0,0.0,110.5,1.48,3.0,1.98,4.0,4.0,5.0,13.0,311.0,4.48,404.2,0.95,2.0,2.4400000000000004,9.0,4.0,28.200000000000003,0.52,96.53,10.0,0.0,4.0,0.0,2.27
TlPSe2,870.75,2.2247500000000002,41.0,1.15,98.31832499999999,1049.9,2.5575,1.2149999999999999,1709.25,5.825,5.28545,468.42499999999995,84.25,0.05955,25.23995725,2.1075,7.5,10.5,3.0,0.0,101.85,2.2275,4.25,1.51375,3.0,6.5,5.0,15.0,237.75,4.5455000000000005,62.9075,1.2999999999999998,1.0,2.61,5.0,5.0,4.699999999999999,0.385,11.845,2.5,3.5,3.0,2.0,3483.0,8.899000000000001,164.0,4.6,393.27329999999995,4199.6,10.23,4.859999999999999,6837.0,23.3,21.1418,1873.6999999999998,337.0,0.2382,100.959829,8.43,30.0,42.0,12.0,0.0,407.4,8.91,17.0,6.055,12.0,26.0,20.0,60.0,951.0,18.182000000000002,251.63,5.199999999999999,4.0,10.44,20.0,20.0,18.799999999999997,1.54,47.38,10.0,14.0,12.0,8.0,423.0,0.641,66.0,0.5800000000000001,173.4133,1177.0,1.5500000000000003,0.41999999999999993,1335.0,10.08,1.0981999999999994,258.9,13.0,0.001799999999999996,2.719828999999997,0.72,10.0,14.0,3.0,0.0,40.10000000000001,0.9299999999999997,3.0,0.9949999999999999,3.0,2.0,3.0,3.0,133.0,6.03,151.97,0.8999999999999999,0.0,1.44,3.0,3.0,3.9999999999999996,0.64,45.86,10.0,14.0,3.0,0.0,0.55
TiTe2,798.9999999999999,1.9,42.0,1.4066666666666667,101.02666666666667,2028.6833333333334,3.076666666666666,1.3533333333333335,6719.333333333332,5.673333333333334,4.673333333333334,1126.15,74.33333333333333,0.06333333333333332,25.313333333333333,1.7966666666666666,2.6666666666666665,13.999999999999998,3.333333333333333,0.0,123.29999999999998,1.913333333333333,4.666666666666666,1.9733333333333332,3.333333333333333,5.333333333333333,4.666666666666667,12.0,288.0,16.81,175.36666666666665,1.4,1.3333333333333333,2.6666666666666665,5.333333333333333,2.0,8.533333333333333,0.30666666666666664,8.866666666666665,7.333333333333333,0.0,2.6666666666666665,2.0,2397.0,5.7,126.0,4.22,303.08,6086.05,9.23,4.0600000000000005,20158.0,17.02,14.020000000000001,3378.45,223.0,0.19,75.94,5.390000000000001,8.0,42.0,10.0,0.0,369.9,5.74,14.0,5.92,10.0,16.0,14.0,36.0,864.0,50.42999999999999,526.1,4.199999999999999,4.0,8.0,16.0,6.0,25.6,0.92,26.599999999999998,22.0,0.0,8.0,6.0,210.0,0.7800000000000002,30.0,0.53,79.72,2297.2,2.6599999999999997,0.010000000000000009,13171.0,1.7000000000000002,2.3000000000000003,1210.5,47.0,0.039999999999999994,0.620000000000001,0.8500000000000001,8.0,0.0,4.0,0.0,36.599999999999994,0.56,1.0,0.9100000000000001,2.0,2.0,4.0,12.0,273.0,2.039999999999999,368.45,0.0,1.0,2.0,2.0,0.0,9.1,0.32,19.549999999999997,8.0,0.0,4.0,0.0,1.0
CsPbPO4,1051.4285714285713,2.7434285714285713,26.285714285714285,1.06,62.154285714285706,552.7214285714285,2.3914285714285715,1.0999999999999999,1278.6171428571429,2.1557142857142857,6.801485714285713,205.49285714285713,73.85714285714285,0.017857142857142856,20.223714285714284,2.75,8.57142857142857,12.0,3.0,0.14285714285714285,92.17142857142856,2.6585714285714284,3.2857142857142856,1.3599999999999997,3.142857142857143,5.857142857142857,4.857142857142857,13.428571428571427,226.57142857142856,1.204142857142857,38.74428571428571,1.114285714285714,0.8571428571428571,0.9199999999999999,4.857142857142857,4.857142857142857,10.451428571428572,0.6885714285714286,10.222857142857142,1.4285714285714284,2.0,3.0,1.857142857142857,7360.0,19.204,184.0,7.42,435.08000000000004,3869.05,16.740000000000002,7.699999999999999,8950.32,15.09,47.6104,1438.45,517.0,0.125,141.566,19.25,60.0,84.0,21.0,1.0,645.2,18.61,23.0,9.52,22.0,41.0,34.0,94.0,1586.0,8.429,271.21,7.800000000000001,6.0,6.4399999999999995,34.0,34.0,73.16,4.82,71.55999999999999,10.0,14.0,21.0,13.0,938.0,2.9499999999999997,74.0,2.5,191.2,1923.0,2.63,1.52,5245.42,11.4,3.9399999999999995,545.9,82.0,0.06,17.18,2.83,10.0,14.0,4.0,1.0,206.8,2.65,4.0,3.84,3.0,6.0,5.0,15.0,236.0,4.579,174.29,2.0,1.0,3.0,5.0,5.0,58.81,0.79,35.87,10.0,14.0,4.0,1.0,4.39
Na2BaGeSe4,752.625,1.7912500000000002,30.75,1.4625,71.47,1395.15,2.2262500000000003,1.365,2980.5,3.74,4.6537500000000005,615.15,56.0,0.0525,26.11125,1.74125,10.0,14.0,3.75,0.25,128.1,1.8699999999999999,4.0,1.9275,2.75,4.75,4.0,10.25,210.375,9.58125,102.20249999999999,1.45,0.625,2.0,4.0,4.0,13.525,0.5325,45.29749999999999,0.0,0.0,2.25,1.75,6021.0,14.330000000000002,246.0,11.7,571.76,11161.2,17.810000000000002,10.92,23844.0,29.92,37.230000000000004,4921.2,448.0,0.42,208.89,13.93,80.0,112.0,30.0,2.0,1024.8,14.959999999999999,32.0,15.42,22.0,38.0,32.0,82.0,1683.0,76.65,817.6199999999999,11.6,5.0,16.0,32.0,32.0,108.2,4.26,362.37999999999994,0.0,0.0,18.0,14.0,445.0,1.56,45.0,1.4999999999999998,114.34000000000002,2145.0,2.74,0.8200000000000001,6643.0,4.3500000000000005,3.2199999999999998,849.5999999999999,87.0,0.04000000000000001,5.040000000000003,1.36,0.0,0.0,4.0,1.0,114.2,1.6599999999999997,3.0,2.11,3.0,6.0,5.0,15.0,268.0,34.339999999999996,293.2,1.0,1.0,3.0,5.0,5.0,35.900000000000006,1.03,140.48,0.0,0.0,4.0,1.0,2.25
GaSb,706.5,1.87,41.0,1.3450000000000002,95.74000000000001,2449.65,2.7800000000000002,1.3199999999999998,6345.0,6.295,4.585,603.55,79.5,0.065,25.685000000000002,1.72,5.0,14.0,4.0,0.0,122.35,1.93,4.5,1.7349999999999999,2.0,5.5,4.0,14.0,274.0,12.73,167.92,1.375,1.0,3.2199999999999998,4.0,2.5,7.35,0.29,32.45,5.0,0.0,2.0,2.0,1413.0,3.74,82.0,2.6900000000000004,191.48000000000002,4899.3,5.5600000000000005,2.6399999999999997,12690.0,12.59,9.17,1207.1,159.0,0.13,51.370000000000005,3.44,10.0,28.0,8.0,0.0,244.7,3.86,9.0,3.4699999999999998,4.0,11.0,8.0,28.0,548.0,25.46,335.84,2.75,2.0,6.4399999999999995,8.0,5.0,14.7,0.58,64.9,10.0,0.0,4.0,4.0,255.0,0.21999999999999997,20.0,0.030000000000000027,52.040000000000006,453.0,0.06000000000000005,0.11999999999999988,2550.0,0.79,0.8300000000000001,601.2,11.0,0.03,0.23000000000000043,0.31999999999999984,10.0,0.0,2.0,0.0,6.1000000000000085,0.23999999999999977,1.0,0.07000000000000006,2.0,1.0,2.0,2.0,24.0,14.280000000000001,181.56,0.1499999999999999,0.0,0.43999999999999995,2.0,1.0,1.5,0.16,16.3,10.0,0.0,2.0,0.0,0.7782533333333334
NaCd4P3,875.5,1.7125,31.0,1.41,70.6925,871.025,2.005,1.33,2174.375,5.12875,4.137499999999999,462.36249999999995,66.375,0.0675,25.403750000000002,1.67625,5.0,14.0,4.875,0.125,115.07500000000002,1.7825,4.0,1.90625,1.25,4.75,2.5,11.75,187.75,3.6675000000000004,66.45375,1.375,0.375,3.47,8.0,3.0,7.9,0.5575,66.11500000000001,5.0,0.0,1.125,1.875,7004.0,13.7,248.0,11.28,565.54,6968.2,16.04,10.64,17395.0,41.03,33.099999999999994,3698.8999999999996,531.0,0.54,203.23000000000002,13.41,40.0,112.0,39.0,1.0,920.6000000000001,14.26,32.0,15.25,10.0,38.0,20.0,94.0,1502.0,29.340000000000003,531.63,11.0,3.0,27.76,64.0,24.0,63.2,4.46,528.9200000000001,40.0,0.0,9.0,15.0,516.0,1.38,37.0,0.9199999999999999,89.42,603.0000000000001,2.3200000000000003,0.48,1966.0,7.680000000000001,2.42,276.79999999999995,81.0,0.04,4.43,1.2700000000000002,10.0,0.0,3.0,1.0,79.4,1.2599999999999998,2.0,1.41,3.0,6.0,4.0,14.0,206.0,5.53,87.44,0.8,1.0,3.4400000000000004,11.0,4.0,20.0,1.0,140.76,10.0,0.0,3.0,1.0,1.1
Ag0.4Cd0.5In2.2Te4,764.7887323943662,1.943661971830986,50.507042253521135,1.3826760563380285,121.4587323943662,1653.7838028169017,2.262535211267606,1.3971830985915494,4027.3239436619724,6.981267605633803,4.868450704225353,651.7091549295775,82.53521126760563,0.058028169014084516,25.809436619718312,1.8266197183098591,0.0,14.0,3.43661971830986,0.05633802816901409,120.99718309859156,1.9623943661971834,5.0,1.8664788732394366,2.563380281690141,5.436619718309859,4.492957746478873,14.507042253521128,210.16901408450707,11.936197183098592,122.46718309859155,1.4683098591549295,0.8732394366197184,2.811830985915493,5.774647887323944,1.943661971830986,7.056338028169014,0.21366197183098595,57.594366197183106,10.0,0.0,2.563380281690141,1.943661971830986,5430.0,13.8,358.6,9.817,862.357,11741.865000000002,16.064,9.920000000000002,28594.0,49.567,34.566,4627.135,586.0,0.41200000000000003,183.247,12.969000000000001,0.0,99.4,24.4,0.4,859.0799999999999,13.933,35.5,13.251999999999999,18.2,38.6,31.9,103.0,1492.2,84.74699999999999,869.517,10.425,6.2,19.964000000000002,41.0,13.8,50.1,1.5170000000000001,408.92,71.0,0.0,18.2,13.8,311.0,0.6400000000000001,5.0,0.41999999999999993,19.72999999999999,1447.0,1.7900000000000003,0.17999999999999994,5151.0,4.26,1.5900000000000003,805.4000000000001,25.0,0.05,1.0599999999999987,0.6300000000000001,0.0,0.0,4.0,1.0,27.099999999999994,0.41000000000000014,0.0,0.71,4.0,2.0,5.0,5.0,172.0,14.229999999999999,198.03000000000003,0.20000000000000018,1.0,3.4400000000000004,9.0,1.0,4.199999999999999,0.03999999999999998,426.65,0.0,0.0,4.0,1.0,0.19
Ba2SnSe5,802.5,1.96625,41.5,1.4575,98.52125,1395.025,2.4050000000000002,1.39625,2641.75,4.7825,5.29125,619.025,67.875,0.0525,26.165,1.90125,8.75,14.0,3.25,0.0,124.375,2.0612500000000002,4.625,1.8912499999999999,3.25,5.5,4.75,12.25,224.625,6.9975000000000005,96.0375,1.4375,0.75,2.25,4.75,4.5,13.262500000000001,0.27875,13.249999999999998,1.25,0.0,2.75,2.0,6420.0,15.73,332.0,11.66,788.17,11160.2,19.240000000000002,11.17,21134.0,38.26,42.33,4952.2,543.0,0.42,209.32,15.21,70.0,112.0,26.0,0.0,995.0,16.490000000000002,37.0,15.129999999999999,26.0,44.0,38.0,98.0,1797.0,55.980000000000004,768.3,11.5,6.0,18.0,38.0,36.0,106.10000000000001,2.23,105.99999999999999,10.0,0.0,22.0,16.0,438.0,1.5500000000000003,22.0,1.4999999999999998,58.37000000000002,1585.0,1.2400000000000002,0.8200000000000001,4052.0,3.8099999999999996,1.29,508.0,80.0,0.03,2.740000000000002,1.33,10.0,0.0,4.0,0.0,114.2,1.6599999999999997,2.0,2.11,2.0,5.0,4.0,14.0,122.0,1.0599999999999996,258.1,1.0,1.0,2.0,4.0,4.0,35.900000000000006,0.12,66.08,10.0,0.0,4.0,0.0,1.8
BaGa4Se7,783.8333333333334,2.0775,34.833333333333336,1.2650000000000001,80.74416666666667,1610.3999999999999,2.5300000000000002,1.2616666666666667,3837.416666666667,5.0525,5.1225,470.0833333333333,77.33333333333334,0.06416666666666666,25.675,1.9491666666666667,10.0,14.0,3.333333333333333,0.0,112.51666666666667,2.165,4.166666666666667,1.6025,2.8333333333333335,5.916666666666667,4.666666666666667,13.833333333333334,242.75,6.411666666666667,120.05833333333332,1.2833333333333332,0.9166666666666667,2.48,4.666666666666667,4.666666666666667,8.225,0.32666666666666666,15.37,0.0,0.0,2.666666666666667,2.0,9406.0,24.93,418.0,15.18,968.93,19324.8,30.36,15.139999999999999,46049.0,60.63,61.47,5641.0,928.0,0.77,308.1,23.39,120.0,168.0,40.0,0.0,1350.2,25.979999999999997,50.0,19.23,34.0,71.0,56.0,166.0,2913.0,76.94,1440.7,15.399999999999999,11.0,29.759999999999998,56.0,56.0,98.69999999999999,3.92,184.44,0.0,0.0,32.0,24.0,438.0,1.5500000000000003,25.0,1.4999999999999998,67.61000000000001,1718.0,0.9100000000000001,0.8200000000000001,5863.0,2.4000000000000004,1.5899999999999999,695.2,80.0,0.05,2.740000000000002,1.33,0.0,0.0,4.0,0.0,114.2,1.6599999999999997,2.0,2.11,3.0,5.0,4.0,14.0,106.0,2.16,221.0,1.0,1.0,1.44,4.0,4.0,35.900000000000006,0.16999999999999998,40.08,0.0,0.0,4.0,0.0,2.64
Cd6P7,945.5384615384615,1.9130769230769231,30.23076923076923,1.2707692307692309,68.5576923076923,776.9961538461539,2.382307692307692,1.2538461538461538,1901.3846153846152,4.972307692307693,4.48,445.0038461538461,77.0,0.06923076923076923,24.773076923076925,1.8646153846153848,5.384615384615384,14.0,4.384615384615385,0.0,104.13076923076923,1.959230769230769,3.9230769230769234,1.6923076923076925,1.6153846153846154,5.615384615384615,3.1538461538461537,13.615384615384615,221.30769230769232,3.212307692307693,52.48692307692308,1.2538461538461538,0.5384615384615384,3.664615384615385,8.23076923076923,3.615384615384615,5.2615384615384615,0.5207692307692308,44.80615384615385,4.615384615384616,0.0,1.6153846153846154,2.0,12292.0,24.87,393.0,16.52,891.25,10100.95,30.97,16.299999999999997,24718.0,64.64,58.239999999999995,5785.049999999999,1001.0,0.8999999999999999,322.05000000000007,24.240000000000002,70.0,182.0,57.0,0.0,1353.7000000000003,25.47,51.0,22.0,21.0,73.0,41.0,177.0,2877.0,41.76,682.3299999999999,16.3,7.0,47.64,107.0,47.0,68.4,6.7700000000000005,582.4799999999999,60.0,0.0,21.0,26.0,144.0,0.73,33.0,0.6300000000000001,81.44,485.0000000000001,2.2700000000000005,0.41999999999999993,1966.0,6.83,1.04,276.79999999999995,13.0,0.020000000000000004,2.0,0.7700000000000002,10.0,0.0,3.0,0.0,26.5,0.5,2.0,0.9800000000000002,3.0,3.0,4.0,3.0,203.0,5.53,87.44,0.55,1.0,1.4400000000000004,7.0,3.0,3.6,0.54,96.56,10.0,0.0,3.0,0.0,0.85
Ag2Ga2SiS6,855.1818181818181,2.247272727272727,24.18181818181818,1.1281818181818184,52.335454545454546,1568.8954545454546,3.0227272727272725,1.1645454545454546,3931.181818181818,4.322727272727272,5.029999999999999,643.1863636363637,80.36363636363637,0.07272727272727272,23.53272727272727,2.075454545454545,8.181818181818182,14.0,3.4545454545454546,0.18181818181818182,100.07272727272728,2.26,3.5454545454545454,1.4709090909090907,2.5454545454545454,6.0,4.545454545454545,14.363636363636363,296.9090909090909,8.604545454545455,132.8709090909091,1.1727272727272728,0.8181818181818181,3.0690909090909093,6.181818181818182,4.363636363636363,4.981818181818182,0.5627272727272726,98.98363636363635,1.8181818181818183,0.0,2.5454545454545454,1.8181818181818181,9407.0,24.72,266.0,12.41,575.69,17257.85,33.25,12.81,43243.0,47.55,55.33,7075.05,884.0,0.8,258.86,22.830000000000002,90.0,154.0,38.0,2.0,1100.8,24.86,39.0,16.18,28.0,66.0,50.0,158.0,3266.0,94.65,1461.58,12.9,9.0,33.760000000000005,68.0,48.0,54.8,6.1899999999999995,1088.82,20.0,0.0,28.0,20.0,421.0,0.8299999999999998,33.0,0.7699999999999999,79.78,1958.3000000000002,1.8199999999999998,0.51,6306.0,8.43,1.9999999999999996,1380.2,23.0,0.04000000000000001,5.859999999999999,1.0400000000000003,10.0,0.0,4.0,1.0,47.599999999999994,0.77,2.0,1.2799999999999998,4.0,3.0,4.0,5.0,173.0,48.83,374.42,0.6000000000000001,1.0,3.4400000000000004,8.0,5.0,5.199999999999999,0.47,428.73,10.0,0.0,4.0,1.0,2.35
Pb2BiS2I3,894.875,2.24725,54.75,1.2149999999999999,133.52754625,1083.325,1.9087500000000002,1.30375,2563.125,6.435,5.47495,459.66249999999997,89.0,0.0495875,25.74620555,2.1425,2.5,8.75,2.25,0.0,105.9625,2.3625,4.875,1.6433749999999998,3.75,6.625,5.75,15.75,184.75,5.97475,67.75625,1.4249999999999998,1.0,1.4849999999999999,5.75,5.75,5.225,0.30374999999999996,10.045,7.5,5.25,3.75,2.0,7159.0,17.978,438.0,9.719999999999999,1068.22037,8666.6,15.270000000000001,10.43,20505.0,51.48,43.7996,3677.2999999999997,712.0,0.3967,205.9696444,17.14,20.0,70.0,18.0,0.0,847.7,18.9,39.0,13.146999999999998,30.0,53.0,46.0,126.0,1478.0,47.798,542.05,11.399999999999999,8.0,11.879999999999999,46.0,46.0,41.8,2.4299999999999997,80.36,60.0,42.0,30.0,16.0,305.0,0.7359999999999998,67.0,0.66,176.91037,1556.0,1.74,0.44999999999999996,4581.0,9.33,1.1895999999999995,214.7,15.0,0.019999999999999997,4.390000000000001,0.7300000000000002,10.0,14.0,3.0,0.0,48.5,0.79,3.0,0.9899999999999998,3.0,3.0,3.0,3.0,172.0,9.58,167.89999999999998,0.8,0.0,3.0,3.0,3.0,4.5,0.59,35.029999999999994,10.0,14.0,3.0,0.0,1.6
