formula,actual,predicted,elements,residual
KAg11V4O16,2.47,2.8966040032922065,'K' 'Ag' 'V' 'O',-0.4266040032922063
K2AuI5O15,0.2775,0.2031957168625053,'K' 'Au' 'I' 'O',0.07430428313749468
K8Zr6Se30,0.94,1.2366971516568508,'K' 'Zr' 'Se',-0.29669715165685084
CsKP2Se8,0.4,0.18469687707586047,'Cs' 'K' 'P' 'Se',0.21530312292413947
K2Bi8Se13,3.05,2.44938920309492,'K' 'Bi' 'Se',0.6006107969050798
Na2KSb,5.1,4.1930401401081765,'Na' 'K' 'Sb',0.9069598598918232
K2Nd2Ti3O10,0.45,0.4262355822498689,'K' 'Nd' 'Ti' 'O',0.023764417750131103
K0.6Cs0.4PSe6,1.75,1.4244357968745291,'K' 'Cs' 'P' 'Se',0.32556420312547085
KPbB5O9,1.85,1.0604129749370674,'K' 'Pb' 'B' 'O',0.7895870250629327
K2TeI6,1.0325,1.1884482272202792,'K' 'Te' 'I',-0.15594822722027926
KTi2F7,1.51,1.518062103664251,'K' 'Ti' 'F',-0.008062103664250975
KIO3,0.262,0.2925785242755996,'K' 'I' 'O',-0.030578524275599595
K2CuNbS4,3.0,1.887946740687996,'K' 'Cu' 'Nb' 'S',1.112053259312004
K4Sn3Ce3S14,1.63,1.6350291314386445,'K' 'Sn' 'Ce' 'S',-0.005029131438644585
K3Ta2AsS11,0.45,1.6540474880143583,'K' 'Ta' 'As' 'S',-1.2040474880143583
K2AgVS4,1.28,1.852674064700212,'K' 'Ag' 'V' 'S',-0.572674064700212
K2CsSb,3.6,2.7934956634966586,'K' 'Cs' 'Sb',0.8065043365033415
K3Ti2P5S18,2.43,1.8570353700503992,'K' 'Ti' 'P' 'S',0.5729646299496011
K4GeSe4,1.39,1.4864503891790566,'K' 'Ge' 'Se',-0.09645038917905667
K2CeP2O8,1.3866666666666667,1.4878240896078143,'K' 'Ce' 'P' 'O',-0.1011574229411476
K1.25Pb3.5Bi7.25Se15,0.272,0.3330481394553733,'K' 'Pb' 'Bi' 'Se',-0.0610481394553733
K10Fe4Sn4S17,2.25,2.9485210115860268,'K' 'Fe' 'Sn' 'S',-0.6985210115860268
KNb3Te2O12,0.45,0.6112115481693099,'K' 'Nb' 'Te' 'O',-0.16121154816930988
K2Ge3B2O10,1.4,1.0813186164204769,'K' 'Ge' 'B' 'O',0.318681383579523
K8Al8Si38,3.1,3.258015841959791,'K' 'Al' 'Si',-0.158015841959791
K4GeP4Se12,2.23,2.118790407645763,'K' 'Ge' 'P' 'Se',0.11120959235423687
K4GeS4,1.85,1.6291383403866335,'K' 'Ge' 'S',0.2208616596133665
KScSe2O6,2.095,1.7759971034659134,'K' 'Sc' 'Se' 'O',0.3190028965340868
K10Sn3P8Se24,3.4,2.322825053745463,'K' 'Sn' 'P' 'Se',1.0771749462545368
K2Al2B2O7,2.374,2.229447764137591,'K' 'Al' 'B' 'O',0.14455223586240915
K2Gd2Sb2Se9,3.99,5.984641365697018,'K' 'Gd' 'Sb' 'Se',-1.994641365697018
K4P8Te4,2.0,1.6446978845485365,'K' 'P' 'Te',0.3553021154514635
K2Hg3Sn2S8,2.61,3.047989963696965,'K' 'Hg' 'Sn' 'S',-0.4379899636969653
KInSnS4,1.45,1.770523164280279,'K' 'In' 'Sn' 'S',-0.32052316428027905
KInS2,0.7,0.639993841687259,'K' 'In' 'S',0.06000615831274093
KSb,6.89,6.755769073743254,'K' 'Sb',0.1342309262567456
K2Te,0.7,1.735669715350939,'K' 'Te',-1.035669715350939
K2Sm2Ti3O10,1.76,1.7811735731004197,'K' 'Sm' 'Ti' 'O',-0.021173573100419674
KCu2SbS3,3.76,3.78916695451416,'K' 'Cu' 'Sb' 'S',-0.02916695451416018
KPbPO4,0.12,0.35404419085263505,'K' 'Pb' 'P' 'O',-0.23404419085263506
KAu5PS8,1.143333333333333,1.312849010188062,'K' 'Au' 'P' 'S',-0.169515676854729
KAsSe2,2.3,2.4833151610197763,'K' 'As' 'Se',-0.18331516101977646
K2FeGe3Se8,1.116666666666667,1.0936285606068612,'K' 'Fe' 'Ge' 'Se',0.02303810605980572
K1.83Cd1.83Bi2.17S6,1.37,1.8567587919826245,'K' 'Cd' 'Bi' 'S',-0.4867587919826244
K2AgIn3Se6,1.64,1.8985670363582547,'K' 'Ag' 'In' 'Se',-0.25856703635825484
K2Au2Sn2S6,2.3,2.378882552059107,'K' 'Au' 'Sn' 'S',-0.07888255205910699
K2Cd3S4,2.75,2.6426388978130118,'K' 'Cd' 'S',0.10736110218698824
K2Cd3Te4,2.26,2.020532241301876,'K' 'Cd' 'Te',0.23946775869812376
K2Dy2Ti3O10,3.38,3.357157823004908,'K' 'Dy' 'Ti' 'O',0.022842176995091727
K2Hg3S1.03Se2.97,2.11,2.225526771813346,'K' 'Hg' 'S' 'Se',-0.11552677181334615
K2La2Ti3O10,3.05,3.8442676057574623,'K' 'La' 'Ti' 'O',-0.7942676057574625
K2MnSnSe4,1.7,1.6542857819393042,'K' 'Mn' 'Sn' 'Se',0.04571421806069576
K2P2Se6,2.08,2.298949627995736,'K' 'P' 'Se',-0.2189496279957361
K2PbGe2S6,2.85,2.709113549453232,'K' 'Pb' 'Ge' 'S',0.14088645054676796
K2PdSe10,1.48,1.6026866016937298,'K' 'Pd' 'Se',-0.1226866016937298
K2ReH9,5.71,3.6099968067051367,'K' 'Re' 'H',2.100003193294864
K2S,2.1,2.8047638165992304,'K' 'S',-0.7047638165992303
K2ZnSn2Se6,1.71,2.1174759779249217,'K' 'Zn' 'Sn' 'Se',-0.40747597792492174
K3Cr2P3S12,1.35,1.806622408559857,'K' 'Cr' 'P' 'S',-0.4566224085598569
K3Cu3Th2S7,2.49,2.2604430371318607,'K' 'Cu' 'Th' 'S',0.2295569628681396
K3NaSn3Se8,2.2,1.957418763363389,'K' 'Na' 'Sn' 'Se',0.2425812366366112
K4Ag9Sb4S12,2.0,1.9373836201700063,'K' 'Ag' 'Sb' 'S',0.06261637982999367
K4Hf3Se14,2.02,1.333974000813921,'K' 'Hf' 'Se',0.6860259991860791
K5In3P6Se19,2.2,2.151582802982542,'K' 'In' 'P' 'Se',0.04841719701745807
K6Cd4Sn3Se13,2.33,2.2800067319616595,'K' 'Cd' 'Sn' 'Se',0.04999326803834059
KAg2AsS3,2.25,2.129568681610205,'K' 'Ag' 'As' 'S',0.12043131838979493
KAg2PS4,3.02,2.3489758492775334,'K' 'Ag' 'P' 'S',0.6710241507224666
KAuI4O12,2.75,2.6248492984463176,'K' 'Au' 'I' 'O',0.12515070155368235
KBi3S5,1.21,1.1828015984835325,'K' 'Bi' 'S',0.027198401516467463
KBiSe2,0.66,0.944556368096496,'K' 'Bi' 'Se',-0.28455636809649604
KBr,7.6,6.814790711112093,'K' 'Br',0.7852092888879065
KCl,8.5,8.2181989484756,'K' 'Cl',0.2818010515244005
KCu4AsS4,1.9,1.800689185224595,'K' 'Cu' 'As' 'S',0.09931081477540492
KFe2BiO5,1.76,2.343166759364461,'K' 'Fe' 'Bi' 'O',-0.5831667593644612
KGaSnSe4,1.73,2.020367543510897,'K' 'Ga' 'Sn' 'Se',-0.290367543510897
KInGeS4,3.1,2.8688924591163776,'K' 'In' 'Ge' 'S',0.2311075408836225
KInTe2O6,4.0,3.6605014463131873,'K' 'In' 'Te' 'O',0.3394985536868127
KNbSe2O7,4.0,3.862205610274483,'K' 'Nb' 'Se' 'O',0.13779438972551716
KSbS2O8,4.64,3.8182907386479283,'K' 'Sb' 'S' 'O',0.8217092613520713
KSm2CuS4,2.17,1.7961950458431453,'K' 'Sm' 'Cu' 'S',0.37380495415685466
KTa3Te2O12,4.06,3.6652804149429934,'K' 'Ta' 'Te' 'O',0.3947195850570053
KTiPO5,3.67,3.5064438917449614,'K' 'Ti' 'P' 'O',0.16355610825503852
LiKCO3,6.32,6.366888551348094,'Li' 'K' 'C' 'O',-0.04688855134809344
