formula,actual,predicted,elements,residual
Zn0.65Hg0.35Se,1.615,1.5419641731335758,Zn Hg Se,0.07303582686642418
HgSe,0.28,0.25679402735034795,Hg Se,0.023205972649652074
HgCl2,2.99,3.0218099711941404,Hg Cl,-0.0318099711941402
Hg3S2Bi2Cl8,1.0,0.7709383420618492,Hg S Bi Cl,0.2290616579381508
CsHgInS3,1.98,1.9126316406541648,Cs Hg In S,0.06736835934583517
Hg7.5As4Cl6,2.3,1.9857419250868231,Hg As Cl,0.3142580749131767
Hg0.99Cd0.01Se,5.58,5.9680443118010755,Hg Cd Se,-0.3880443118010764
Zn0.75Hg0.25Se,0.16,0.8126712754495413,Zn Hg Se,-0.6526712754495413
HgGa2Se4,3.245,3.6688947173933375,Hg Ga Se,-0.4238947173933374
HgIn2S4,0.57,0.3674104242562733,Hg In S,0.20258957574372666
Li4HgGe2S7,0.4,0.304571337509695,Li Hg Ge S,0.09542866249030504
HgO,0.79,0.2348089411197618,Hg O,0.5551910588802382
Cs2HgI2Cl2,0.51,1.2120070450076907,Cs Hg I Cl,-0.7020070450076907
CsLaHgSe3,4.19,4.162418950102452,Cs La Hg Se,0.02758104989754884
Hg0.1Cd0.9Se,1.72,1.8731609690807733,Hg Cd Se,-0.15316096908077315
Zn0.8Hg0.2Se,3.03,2.563757391667453,Zn Hg Se,0.4662426083325468
Hg6As4CdBr6,0.93,1.3299104875377186,Hg As Cd Br,-0.3999104875377185
CsCeHgSe3,2.14,2.6120378383494955,Cs Ce Hg Se,-0.4720378383494954
HgIn2Se4,1.7733333333333334,1.914271671070539,Hg In Se,-0.14093833773720554
Hg0.63Cd0.37Te,0.47,0.7392103783975603,Hg Cd Te,-0.26921037839756035
Hg0.3Cd0.7Se,2.7529999999999992,2.3929727408971377,Hg Cd Se,0.3600272591028615
Hg0.2Zn0.8Te,1.709,1.6609351054281678,Hg Zn Te,0.048064894571832266
Hg3ZnS2Cl4,1.05,0.965113134352011,Hg Zn S Cl,0.08488686564798907
TlHgInS3,2.1,2.079793848778168,Tl Hg In S,0.02020615122183189
Hg0.06Zn0.94Te,2.21,2.1004297915917243,Hg Zn Te,0.1095702084082757
Rb2Hg3Sn2S8,1.61,1.3957152716800056,Rb Hg Sn S,0.21428472831999448
Hg4As2HfCl6,2.17,2.5616138641137405,Hg As Hf Cl,-0.39161386411374055
Zn0.9Hg0.1Se,2.4,2.2882269444622683,Zn Hg Se,0.11177305553773163
Ag2HgI4,3.65,6.469953910838784,Ag Hg I,-2.8199539108387843
K2Hg3Sn2S8,2.61,3.047989963696965,K Hg Sn S,-0.4379899636969653
Hg3Te2UCl6,3.29,3.4963843907355443,Hg Te U Cl,-0.20638439073554427
Cs2Hg4.65Cd1.35S7,1.29,1.900129747962256,Cs Hg Cd S,-0.6101297479622556
Hg0.8Cd0.2Se,1.45,1.263595295860954,Hg Cd Se,0.18640470413904608
Hg0.08Zn0.92Te,0.975,0.9348512289207508,Hg Zn Te,0.04014877107924919
Hg6.5As4CdCl6,1.74,1.7324911866854098,Hg As Cd Cl,0.00750881331459019
Ba2HgS5,2.4,2.2811180466986194,Ba Hg S,0.11888195330138053
Ba8Hg4S5Se7,1.98,2.336206510716263,Ba Hg S Se,-0.3562065107162629
Cs2Hg3I8,2.56,2.102499119683497,Cs Hg I,0.4575008803165033
Cs2Hg6S7,1.63,1.978584632226724,Cs Hg S,-0.3485846322267241
Hg0.01Zn0.99Te,2.235,1.942156001403188,Hg Zn Te,0.2928439985968119
Hg0.2Cd0.8Se,0.45,0.5329402959077889,Hg Cd Se,-0.0829402959077889
Hg0.5Cd0.5Se,0.8,0.7032596172527086,Hg Cd Se,0.09674038274729146
Hg2Br2Te2,2.06,1.823031789737368,Hg Br Te,0.2369682102626325
Hg3Te2Bi2Cl8,2.8,2.8523770396726564,Hg Te Bi Cl,-0.05237703967265661
Hg4As2CdI4,1.45,1.669373672271259,Hg As Cd I,-0.21937367227125915
Hg5AsS2I3,1.57,1.6922015046968646,Hg As S I,-0.12220150469686453
Hg8As4Bi3Cl13,2.43,2.395240206148056,Hg As Bi Cl,0.034759793851943936
HgCuSe2O6,3.25,2.4820693376458927,Hg Cu Se O,0.7679306623541073
HgPS3,2.6,2.8238835408518765,Hg P S,-0.2238835408518769
K2Hg3S1.03Se2.97,2.11,2.225526771813346,K Hg S Se,-0.11552677181334615
Li2HgGe,0.93,0.9780343058337132,Li Hg Ge,-0.04803430583371315
Li2HgSiS4,2.68,2.746704849000136,Li Hg Si S,-0.06670484900013562
Li2HgSnS4,2.32,2.3885716054346307,Li Hg Sn S,-0.06857160543463081
RbHgSbTe3,0.2,1.1612298680089417,Rb Hg Sb Te,-0.9612298680089416
Zn0.5Hg0.5Se,0.675,0.8985632511325967,Zn Hg Se,-0.22356325113259667
ZnHg3Se2Cl4,2.23,2.469223651705615,Zn Hg Se Cl,-0.2392236517056152
